Variable,Value
"Operational/Auxiliar People, Court_Castelo Branco, Municipality_Covilha, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Castelo Branco, Municipality_Fundao, Bench_Commerce",-0.0
"Operational/Auxiliar People, Court_Castelo Branco, Municipality_Fundao, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Castelo Branco, Municipality_Fundao, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Castelo Branco, Municipality_Idanha-a-Nova, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Castelo Branco, Municipality_Oleiros, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Castelo Branco, Municipality_Serta, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Arganil, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Cantanhede, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Cantanhede, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Coimbra, Bench_Central Civil",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Coimbra, Bench_Central Criminal",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Coimbra, Bench_Commerce",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Coimbra, Bench_Criminal Instruction",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Coimbra, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Coimbra, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Coimbra, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Coimbra, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Condeixa-a-Nova, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Figueira da Foz, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Figueira da Foz, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Figueira da Foz, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Figueira da Foz, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Lousa, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Montemor-o-Velho, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Oliveira do Hospital, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Penacova, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Soure, Bench_Execution",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Soure, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Coimbra, Municipality_Tabua, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Estremoz, Bench_Generic",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Evora, Bench_Central Civil and Criminal",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Evora, Bench_Criminal Instruction",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Evora, Bench_Family and Minors",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Evora, Bench_Labor",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Evora, Bench_Local Civil",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Evora, Bench_Local Criminal",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Montemor-o-Novo, Bench_Execution",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Montemor-o-Novo, Bench_Generic",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Redondo, Bench_Generic",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Reguengos de Monsaraz, Bench_Generic",0.0
"Operational/Auxiliar People, Court_Evora, Municipality_Vila Vicosa, Bench_Generic",0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Albufeira, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Albufeira, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Faro, Bench_Central Civil",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Faro, Bench_Central Criminal",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Faro, Bench_Criminal Instruction",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Faro, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Faro, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Faro, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Faro, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Lagoa, Bench_Commerce",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Lagos, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Loule, Bench_Execution",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Loule, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Loule, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Olhao, Bench_Commerce",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Olhao, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Portimao, Bench_Central Civil",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Portimao, Bench_Central Criminal",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Portimao, Bench_Criminal Instruction",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Portimao, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Portimao, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Portimao, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Portimao, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Silves, Bench_Execution",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Silves, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Tavira, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Faro, Municipality_Vila Real de Santo Antonio, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Almeida, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Celorico da Beira, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Figueira de Castelo Rodrigo, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Gouveia, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Guarda, Bench_Central Civil and Criminal",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Guarda, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Guarda, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Guarda, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Pinhel, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Seia, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Trancoso, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Guarda, Municipality_Vila Nova de Foz Coa, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Alcobaca, Bench_Commerce",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Alcobaca, Bench_Execution",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Alcobaca, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Alcobaca, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Alcobaca, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Ansiao, Bench_Execution",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Caldas da Rainha, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Caldas da Rainha, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Caldas da Rainha, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Caldas da Rainha, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Figueiro dos Vinhos, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Leiria, Bench_Central Civil",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Leiria, Bench_Central Criminal",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Leiria, Bench_Commerce",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Leiria, Bench_Criminal Instruction",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Leiria, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Leiria, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Leiria, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Leiria, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Marinha Grande, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Nazare, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Peniche, Bench_Generic",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Pombal, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Pombal, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Pombal, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Porto de Mos, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Leiria, Municipality_Porto de Mos, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Almada, Bench_Central Civil",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Almada, Bench_Central Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Almada, Bench_Criminal Instruction",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Almada, Bench_Execution",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Almada, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Almada, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Almada, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Almada, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Barreiro, Bench_Commerce",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Barreiro, Bench_Criminal Instruction",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Barreiro, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Barreiro, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Barreiro, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Central Civil",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Central Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Commerce",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Execution",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Labor",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Lisboa, Bench_Small Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Moita, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Montijo, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Montijo, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Seixal, Bench_Criminal Instruction",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Seixal, Bench_Family and Minors",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Seixal, Bench_Local Civil",-0.0
"Operational/Auxiliar People, Court_Lisboa, Municipality_Seixal, Bench_Local Criminal",-0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Alenquer, Bench_Local Civil",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Alenquer, Bench_Local Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Central Civil",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Central Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Criminal Instruction",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Execution",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Family and Minors",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Labor",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Local Civil",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Local Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Loures, Bench_Small Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Lourinha, Bench_Generic",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Torres Vedras, Bench_Family and Minors",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Torres Vedras, Bench_Labor",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Torres Vedras, Bench_Local Civil",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Torres Vedras, Bench_Local Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Vila Franca de Xira, Bench_Commerce",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Vila Franca de Xira, Bench_Family and Minors",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Vila Franca de Xira, Bench_Labor",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Vila Franca de Xira, Bench_Local Civil",0.0
"Operational/Auxiliar People, Court_Lisboa Norte, Municipality_Vila Franca de Xira, Bench_Local Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Amadora, Bench_Criminal Instruction",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Amadora, Bench_Family and Minors",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Amadora, Bench_Local Civil",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Amadora, Bench_Local Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Cascais, Bench_Central Civil",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Cascais, Bench_Central Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Cascais, Bench_Criminal Instruction",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Cascais, Bench_Family and Minors",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Cascais, Bench_Labor",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Cascais, Bench_Local Civil",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Cascais, Bench_Local Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Cascais, Bench_Small Criminal",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Mafra, Bench_Family and Minors",0.0
"Operational/Auxiliar People, Court_Lisboa Oeste, Municipality_Mafra, Bench_Local Civil",0.0
